 1016    5Pohjoisranta                            Norra kajen                             Linja 1016           
 1016    6Sörnäisten rantatie                     Sörnäs strandväg                        Linja 1016           
 1016    7Itäväylä                                Österleden                              Linja 1016           
 1016    8Kulosaarentie                           Brändövägen                             Linja 1016           
 1016    9Risto Rytin tie                         Risto Rytis väg                         Linja 1016           
 1016   10Tupasaarentie                           Stugavägen                              Linja 1016           
 1016   11Svinhufvudintie                         Svinhufvudsvägen                        Linja 1016           
 1016   12Ståhlbergintie                          Ståhlbergsvägen                         Linja 1016           
 1016   13Marsalkantie                            Marskalkens väg                         Linja 1016           
 1016   14Mustikkamaa                             Blåbärslandet                           Linja 1016           
 1016X   1Reitti 16X:                             Rutt 16X:                               Linja 1016X          
 1016X   2Rautatientori                           Järnvägstorget                          Linja 1016X          
 1016X   3Kaisaniemenkatu                         Kajsaniemigatan                         Linja 1016X          
 1016X   4Siltasaarenkatu                         Broholmsgatan                           Linja 1016X          
 1016X   5Hakaniemenranta                         Hagnäskajen                             Linja 1016X          
 1016X   6Haapaniemenkatu                         Aspnäsgatan                             Linja 1016X          
 1016X   7Sörnäisten rantatie                     Sörnäs strandväg                        Linja 1016X          
 1016X   8Itäväylä                                Österleden                              Linja 1016X          
 1016X   9Kulosaarentie                           Brändövägen                             Linja 1016X          
 1016X  10Marsalkantie                            Marskalkens väg                         Linja 1016X          
 1016X  11Mustikkamaa                             Blåbärslandet                           Linja 1016X          
 1017    1Reitti:                                 Rutt:                                   Linja 1017           
 1017    2Pohjoisranta                            Norra kajen                             Linja 1017           
 1017    3Kirkkokatu                              Kyrkogatan                              Linja 1017           
 1017    4Mariankatu                              Mariegatan                              Linja 1017           
 1017    5Liisankatu                              Elisabetsgatan                          Linja 1017           
 1017    6Kaisaniemenkatu                         Kajsaniemigatan                         Linja 1017           
 1017    7Vilhonkatu                              Vilhelmsgatan                           Linja 1017           
 1017    8Mikonkatu                               Mikaelsgatan                            Linja 1017           
 1017    9Kaivokatu                               Brunnsgatan                             Linja 1017           
 1017   10Asema-aukio                             Stationsplatsen                         Linja 1017           
 1017   11Postikatu                               Postgatan                               Linja 1017           
 1017   12Arkadiankatu                            Arkadiagatan                            Linja 1017           
 1017   13Pohj. Rautatiekatu                      Norra Järnvägsgatan                     Linja 1017           
 1017   14Fredrikinkatu                           Fredriksgatan                           Linja 1017           
 1017   15Malminrinne                             Malmbrinken                             Linja 1017           
 1017   16Albertinkatu                            Albertsgatan                            Linja 1017           
 1017   17Pursimiehenkatu                         Båtsmansgatan                           Linja 1017           
 1018    1Reitti:                                 Rutt:                                   Linja 1018           
 1018    2Laivurinkatu                            Skepparegatan                           Linja 1018           
 1018    3Fredrikinkatu                           Fredriksgatan                           Linja 1018           
 1018    4Arkadiankatu                            Arkadiagatan                            Linja 1018           
 1018    5Runeberginkatu                          Runebergsgatan                          Linja 1018           
 1018    6Topeliuksenkatu                         Topeliusgatan                           Linja 1018           
 1018    7Haartmaninkatu                          Haartmansgatan                          Linja 1018           
 1018    8Tukholmankatu                           Stockholmsgatan                         Linja 1018           
 1018    9Paciuksenkatu                           Paciusgatan                             Linja 1018           
 1018   10Huopalahdentie                          Hoplaksvägen                            Linja 1018           
 1018   11Ulvilantie                              Ulfsbyvägen                             Linja 1018           
 1018   12Taiteentekijäntie                       Konstnärsvägen                          Linja 1018           
 1018   13Ulvilantie                              Ulfsbyvägen                             Linja 1018           
 1018N   1Reitti:                                 Rutt:                                   Linja 1018N          
 1018N   2Pohjoisranta                            Norra kajen                             Linja 1018N          
 1018N   3Kirkkokatu                              Kyrkogatan                              Linja 1018N          
 1018N   4Mariankatu                              Mariegatan                              Linja 1018N          
 1018N   5Liisankatu                              Elisabetsgatan                          Linja 1018N          
 1018N   6Kaisaniemenkatu                         Kajsaniemigatan                         Linja 1018N          
 1018N   7Mikonkatu                               Mikaelsgatan                            Linja 1018N          
 1018N   8Kaivokatu                               Brunnsgatan                             Linja 1018N          
 1018N   9Simonkatu                               Simonsgatan                             Linja 1018N          
 1018N  10Urho Kekkosen katu                      Urho Kekkonens gata                     Linja 1018N          
 1018N  11Fredrikinkatu                           Fredriksgatan                           Linja 1018N          
 1018N  12Arkadiankatu                            Arkadiagatan                            Linja 1018N          
 1018N  13Runeberginkatu                          Runebergsgatan                          Linja 1018N          
 1018N  14Topeliuksenkatu                         Topeliusgatan                           Linja 1018N          
 1018N  15Haartmaninkatu                          Haartmansgatan                          Linja 1018N          
 1018N  16Tukholmankatu                           Stockholmsgatan                         Linja 1018N          
 1018N  17Paciuksenkatu                           Paciusgatan                             Linja 1018N          
 1018N  18Munkkiniemen puistotie                  Munksnäs allen                          Linja 1018N          
 1018N  19Laajalahdentie                          Bredviksvägen                           Linja 1018N          
 1018N  20Professorintie                          Professorvägen                          Linja 1018N          
 1018N  21Ulvilantie                              Ulfsbyvägen                             Linja 1018N          
 1018N  22Taiteentekijäntie                       Konstnärsvägen                          Linja 1018N          
 1018N  23Ulvilantie                              Ulfsbyvägen                             Linja 1018N          
 1018N  24Huopalahdentie                          Hoplaksvägen                            Linja 1018N          
 1018N  25Ulvilantie                              Ulfsbyvägen                             Linja 1018N          
 1020    1Reitti:                                 Rutt:                                   Linja 1020           
 1020    2Erottaja                                Skillnaden                              Linja 1020           
 1020    3Bulevardi                               Bulevarden                              Linja 1020           
 1020    4Hietalahdenranta                        Sandvikskajen                           Linja 1020           
 1020    5Itämerenkatu                            Östersjögatan                           Linja 1020           
 1020    6Länsisatamankatu                        Västrahamnsgatan                        Linja 1020           
 1020    7Porkkalankatu                           Porkalagatan                            Linja 1020           
 1020    8Lauttasaarentie                         Drumsövägen                             Linja 1020           
 1020    9Särkiniementie                          Mörtnäsvägen                            Linja 1020           
 1020   10Isokaari                                Storsvängen                             Linja 1020           
 1020   11Katajaharjuntie                         Enåsvägen                               Linja 1020           
 1020N   1Reitti:                                 Rutt:                                   Linja 1020N          
 1020N   2Postikatu                               Postgatan                               Linja 1020N          
 1020N   3Asema-aukio                             Stationsplatsen                         Linja 1020N          
 1020N   4Kaivokatu                               Brunnsgatan                             Linja 1020N          
 1020N   5Simonkatu                               Simonsgatan                             Linja 1020N          
 1020N   6Annankatu                               Annegatan                               Linja 1020N          
 1020N   7Urho Kekkosen katu                      Urho Kekkonens gata                     Linja 1020N          
 1020N   8Malminrinne                             Malmbrinken                             Linja 1020N          
 1020N   9Ruoholahdenkatu                         Gräsviksgatan                           Linja 1020N          
 1020N  10Porkkalankatu                           Porkalagatan                            Linja 1020N          
 1020N  11Lauttasaarentie                         Drumsövägen                             Linja 1020N          
 1020N  12Meripuistotie                           Sjöallen                                Linja 1020N          
 1020N  13Vattuniemenkatu                         Hallonnäsgatan                          Linja 1020N          
 1020N  14Melkonkuja                              Melkögränd                              Linja 1020N          
 1020N  15Itälahdenkatu                           Österviksgatan                          Linja 1020N          
 1020N  16Melkonkatu                              Melkögatan                              Linja 1020N          
 1020N  17Wavulinintie                            Wavulinsvägen                           Linja 1020N          
 1020N  18Särkiniementie                          Mörtnäsvägen                            Linja 1020N          
 1020N  19Isokaari                                Storsvängen                             Linja 1020N          
 1020N  20Katajaharjuntie                         Enåsvägen                               Linja 1020N          
