 10101010.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10101021.2 3.8 285 285 0   4   0   0   0   0   0   00 00001003 3pysäkki piilossa                                                                                                       
	   
 10101031.8 1.2 250 315 0   15  0   0   0   0   0   00 00001003 3                                                                                                                       
	   
 10101045.8 1.1 260 360 0   9   0   0   0   0   0   00 00000003 3*sivukaltevuus                                                                                                         
	   
 10101055.8 3.8 270 320 0   7   0   0   0   0   0   00 00000003 3*sivukaltevuus                                                                                                         
	   
 10101063.5 5.1 280 325 0   5   0   0   0   0   0   00 00001003 3kadunvarsipysäköintiä ja tontille ajo pysäkin läpi                                                                     
	   
 10101075.3 1.8 434 0   0   10  0   0   0   0   0   00 00000003 3kts.kuva! Kadunvarsipysäköintiä. tontille ajo pysäkin läpi *sivukaltevuus                                              
	   
 10101083.9 1.2 305 0   0   11  0   0   0   0   0   00 00001003 3sadevesiuria n.2cm                                                                                                     
	   
 10101091.4 3.0 187 230 163 10  0   0   0   0   49  1011000100303koko jalkakäytävä (tosin aika lyhyt) eri materiaalia                                                                   
	   
 10101104.2 3.8 460 0   0   10  0   0   0   0   0   00 00001003 3                                                                                                                       
	   
 10101110.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10101120.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10101200.3 4.6 237 0   0   12  0   0   0   0   0   00 00001003 3                                                                                                                       
	   
 10101213.0 5.9 107 151 163 28  0   0   0   0   53  1011110100303*vain roskiksen tolppa                                                                                                 
	   
 10101241.0 3.0 104 149 163 24  0   0   0   0   55  1011110100202                                                                                                                       
	   
 10101254.1 2.7 115 154 163 23  0   0   0   0   50  1011110100202                                                                                                                       
	   
 10101263.6 4.6 132 175 163 10  0   0   0   0   59  1011000100303koko jalkakäytävä (tosin aika lyhyt) eri materiaalia                                                                   
	   
 10101275.6 3.1 213 263 0   7   0   0   0   0   0   00 00000003 3*sivukaltevuus                                                                                                         
	   
 10101285.5 1.1 174 176 110 6   0   0   0   0   53  1021000000303*sivukaltevuus                                                                                                         
	   
 10101803.4 1.6 400 0   0   13  0   0   0   0   0   00 00001003 3ei aikataulua. ei roskista                                                                                             
	   
 10104193.4 1.8 196 0   0   26  0   0   0   0   0   00 01111002 2ei roskista. hieman epätasainen kivetys                                                                                
	   
 10104202.2 1.7 91  135 163 20  0   0   0   0   52  1011111000203*epätasainen kivetys                                                                                                   
	   
 10104211.5 10.3125 169 163 30  19  0   0   0   49  1011111000302*tolppa ilman roskista. **kynnys ~2cm                                                                                  
	   
 10104223.0 5.9 107 151 163 28  0   0   0   0   53  1011110100302*vain roskiksen tolppa                                                                                                 
	   
 10104245.5 5.5 103 147 163 30  0   0   0   0   51  1011111000202*sivukaltevuus. hieman epätasainen kivetys                                                                             
	   
 10104251.1 3.4 223 0   0   26  13  0   0   0   0   00 01110002 2ei roskista. *epätasainen kiveys/kynnys ~2cm                                                                           
	   
 10104274.1 2.7 115 154 163 23  0   0   0   0   50  1011110100203                                                                                                                       
	   
 10104281.0 3.0 104 149 163 24  0   0   0   0   55  1011110100203                                                                                                                       
	   
 10104517.1 8.9 400 0   0   26  0   0   0   0   0   00 01100003 2*sivukaltevuus. hieman epätasainen kivetys                                                                             
	   
 10109060.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201000.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201014.1 0.4 297 0   0   12  0   0   0   0   0   01 00000111 3ei roskista *tolppia. **epätasainen kivetys                                                                            
	   
 10201021.7 0.6 115 154 163 21  0   0   0   0   53  1011000112102                                                                                                                       
	   
 10201030.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201042.2 0.0 169 200 163 12  0   0   0   0   50  1011000100303                                                                                                                       
	   
 10201053.0 1.9 183 183 110 14  0   0   0   0   50  1021111112303                                                                                                                       
	   
 10201062.4 1.7 320 360 163 10  0   0   0   0   56  1011000111103                                                                                                                       
	   
 10201071.2 3.8 285 285 0   4   0   0   0   0   0   00 00001003 3pysäkki piilossa                                                                                                       
	   
 10201080.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201122.4 1.1 194 194 110 11  0   0   0   0   60  1021000100303                                                                                                                       
	   
 10201130.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201140.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201150.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201160.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201170.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201180.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201190.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201200.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201210.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201220.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201230.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201243.2 5.4 400 0   0   12  0   0   0   0   0   00 00001003 3ei roskista                                                                                                            
	   
 10201262.4 1.1 194 194 110 11  0   0   0   0   60  1021000100303                                                                                                                       
	   
 10201280.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201290.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201300.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201310.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201320.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201330.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201342.2 0.0 169 200 163 12  0   0   0   0   50  1011000100303                                                                                                                       
	   
 10201350.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201360.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201370.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201380.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201403.0 4.6 400 0   0   11  0   0   0   0   0   00 00001003 3ei roskista. hieman epätasainen kivetys                                                                                
	   
 10201423.4 2.6 250 0   0   13  0   0   0   0   0   00 0000100303ei roskista                                                                                                            
	   
 10201670.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201694.6 1.6 500 0   163 10  0   0   0   0   53  1011000011103*sivukaltevuus                                                                                                         
	   
 10201700.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201710.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201746.5 0.5 400 0   0   12  0   0   0   0   0   00 00000003 3*sivukaltevuus                                                                                                         
	   
 10201755.1 2.2 103 148 163 14  0   0   0   0   52  1011000000103*sivukaltevuus                                                                                                         
	   
 10201762.5 4.9 94  137 163 21  0   0   0   0   53  0011110112302*kuitenkin eri materiaalia                                                                                             
	   
 10201790.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10201811.0 0.5 500 0   0   13  0   0   0   0   0   00 00001003 3ei roskista                                                                                                            
	   
 10201820.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202010.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202020.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202030.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202040.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202170.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202210.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202280.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202300.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202350.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202370.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202380.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202390.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202410.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202430.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202450.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202490.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202510.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202530.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202550.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202570.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10202590.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10204010.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10204020.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10204434.1 3.4 328 328 110 26  20  90  73  9   45  1121110000302lippuautomaatti katoksen sisällä *puita ja tolppia **kynnys 3cm                                                        
	   
 10204442.6 4.7 252 252 110 26  36  91  74  10  46  1121110100311*tolppia                                                                                                               
	   
 10204462.1 1.5 133 135 110 22  0   0   0   0   56  1021110100303                                                                                                                       
	   
 10204471.3 2.0 176 177 110 22  0   0   0   0   51  1021110100303ei roskista. työmaapysäkki                                                                                             
	   
 10204482.8 4.3 170 173 110 28  0   0   0   0   47  1021110100311                                                                                                                       
	   
 10204491.2 6.4 172 172 110 27  0   0   0   0   53  1021110100302                                                                                                                       
	   
 10204502.3 4.6 172 173 110 26  0   0   0   0   50  1021110100311                                                                                                                       
	   
 10204531.9 5.0 251 294 163 29  17  91  74  10  44  1111111000311*tolppia **kynnys 4cm                                                                                                  
	   
 10204542.8 4.4 242 285 163 23  13  91  73  10  45  1011111000303*kynnys 3cm                                                                                                            
	   
 10204552.1 5.9 174 174 110 27  0   0   0   0   42  1021110100302                                                                                                                       
	   
 10204560.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10204571.9 4.9 115 145 110 27  10  90  73  9   70  1021111000302*vapaa väylä 133cm ja kynnys 5cm                                                                                       
	   
 10204581.1 0.9 282 0   0   27  0   0   0   0   0   00 01101003 2ei roskista                                                                                                            
	   
 10204594.4 4.4 195 195 110 24  17  90  75  10  52  1021111100303                                                                                                                       
	   
 10204602.5 4.4 195 195 110 24  18  92  75  10  56  1021111100303                                                                                                                       
	   
 10204634.0 2.0 260 260 110 25  45  91  75  10  45  1121111100302*puita. vieressä toinen samanlainen katos                                                                              
	   
 10204643.0 2.0 260 260 110 22  25  90  75  10  51  1121111100303*puita. vieressä toinen samanlainen katos                                                                              
	   
 10205010.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10205020.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10205030.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10205510.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10205520.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10205530.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10206010.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10206020.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10206030.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10206040.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10209010.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10209030.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10209040.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10209080.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10301012.3 2.2 284 0   0   12  0   0   0   0   0   00 00001003 3                                                                                                                       
	   
 10301021.8 1.6 98  133 163 13  0   0   0   0   56  1111000112303*tolppia                                                                                                               
	   
 10301033.5 1.4 333 0   0   13  0   0   0   0   0   00 00001003 3                                                                                                                       
	   
 10301053.8 3.0 238 0   0   18  0   0   0   0   0   00 00001001 2                                                                                                                       
	   
 10301084.6 2.6 183 183 110 9   0   0   0   0   51  1021000000103*sivukaltevuus                                                                                                         
	   
 10301133.7 0.7 286 329 163 25  0   0   0   0   59  1011110000302*sivukaltevuus yli 3%                                                                                                  
	   
 10301140.0 0.0 0   0   0   0   0   0   0   0   0               4                                                                                                                       
	   
 10301194.3 4.8 237 0   0   8   0   0   0   0   0   00 00001003 3                                                                                                                       
	   
 10301211.5 2.6 141 143 110 16  0   0   0   0   46  1021000100102                                                                                                                       
	   
 10301220.2 1.3 450 490 163 9   0   0   0   0   48  1011000100103roskis puuttuu. pelkkä tolppa                                                                                          
	   
 10301302.5 3.3 148 148 0   12  14  0   0   0   2   01 00010001 3%kynnys 3cm. vapaa väylä 148cm. ei roskista %%terävä kulma                                                             
	   
 10304011.0 4.0 183 183 54  22  0   0   0   0   57  10211101  203                                                                                                                       
	   
 10304235.5 1.7 156 0   0   18  12  0   0   0   0   00 01100003 3*kynnys ~2cm. hieman epätasainen kivetys                                                                               
	   
 10304244.5 6.2 270 270 110 18  0   90  75  10  54  1021110012303*kynnys ~2cm. hieman epätasainen kivetys                                                                               
	   
 10304250.7 7.7 170 218 163 17  12  91  75  10  51  1011100000303valo likainen. kynnys ~3cm                                                                                             
	   
 10304263.8 3.8 94  95  110 25  21  90  75  10  53  1021111100302                                                                                                                       
	   
 10304274.7 6.2 98  99  110 25  23  90  75  10  46  1021111000302*sivukaltevuus                                                                                                         
	   
 10304285.2 2.8 92  93  110 12  7   92  67  6   59  1021000000303*vapaa kulkuväylä 137cm. sivukaltevuus                                                                                 
	   
