2010;1;31-touko-09;1;2211213;2211215;;1;;1
2010;2;31-touko-09;1;2232237;2232035;;1;;1
2010K;1;31-touko-09;1;2211213;2211215;;1;;1
2010K;2;31-touko-09;1;2232237;2232035;;1;;1
2012;1;16-elo-10;1;2412234;2412007;;1;;1
2012;2;13-elo-12;1;2413214;2413013;;1;0;1
2012B;1;13-elo-12;1;2412234;2412007;;1;0;1
2012B;2;16-kesŠ-14;1;2412234;2412007;;1;;1
2014;1;16-elo-10;1;2413209;2413002;;1;0;1
2014;2;13-elo-12;1;2412225;2412004;;1;0;1
2014B;1;13-elo-12;1;2413209;2413002;;1;0;1
2014B;2;16-kesŠ-14;1;2413209;2413002;;1;0;1
2015;1;15-syys-10;1;2211212;2211008;;1;0;1
2015;2;15-syys-10;1;3170240;3170037;;1;0;1
2016;1;22-joulu-10;1;2214239;2214245;;1;;1
2016;2;22-joulu-10;1;2323248;2323016;;1;;1
2016A;1;22-joulu-10;1;2214239;2214245;;1;;1
2016B;2;22-joulu-10;1;2323248;2323016;;1;;1
2018;1;15-elo-11;1;3170233;3170016;;1;0;1
2018;2;15-elo-11;1;2611208;2611014;;1;0;1
2019;1;15-elo-11;1;2323240;2323009;;1;;1
2019;2;15-elo-11;1;2611208;2611014;;1;;1
2020;1;01-kesŠ-08;1;2133217;2133014;;1;0;1
2020;2;01-kesŠ-08;1;2133216;2133214;;1;0;1
2021;1;01-kesŠ-08;1;2632271;2632004;;1;0;1
2021;2;01-kesŠ-08;1;2721208;2721004;;1;0;1
2021K;1;01-kesŠ-08;1;2632271;2632004;;1;;1
2021T;1;01-kesŠ-08;1;2632271;2632004;;1;;1
2021V;1;01-kesŠ-08;1;2632271;2632004;;1;;1
2021V;2;01-kesŠ-08;1;2721208;2721004;;1;;1
2023;1;15-elo-11;1;2111232;2112004;;1;0;1
2023;2;15-elo-11;1;2111227;2112019;;1;0;1
2023B;1;15-elo-11;1;2111232;2112004;;1;0;1
2023B;2;15-elo-11;1;2111227;2112019;;1;0;1
2023N;1;15-elo-11;1;2111232;2112004;;1;0;1
2023N;2;15-elo-11;1;2111227;2112019;;1;0;1
2024T;1;16-elo-10;1;2133217;2133014;;1;;1
2024T;2;16-elo-10;1;2133216;2133214;;1;0;1
2025A;2;07-kesŠ-10;1;2141205;2142006;;1;0;1
2026;1;01-kesŠ-08;1;2133217;2133014;;1;0;1
2026;2;01-kesŠ-08;1;2133216;2133214;;1;0;1
2027;1;15-elo-11;1;2133217;2133014;;1;;1
2027;2;15-elo-11;1;2632246;2152005;;1;;1
2027N;1;01-kesŠ-08;1;2133217;2133014;;1;;1
2027N;2;01-kesŠ-08;1;2632246;2152005;;1;;1
2027V;1;12-elo-13;1;2632259;2632002;;1;0;1
2027V;2;15-elo-11;1;2632246;2152005;;1;;1
2028;1;01-kesŠ-08;1;2631203;2631281;;1;0;1
2028;2;01-kesŠ-08;1;2643220;2643218;;1;0;1
2028B;1;01-kesŠ-08;1;2631203;2631281;;1;0;1
2028B;2;01-kesŠ-08;1;2643241;2643281;;1;0;1
2028K;1;01-kesŠ-08;1;2631203;2631281;;1;0;1
2028K;2;01-kesŠ-08;1;2643220;2643218;;1;0;1
2028KB;1;01-kesŠ-08;1;2631203;2631281;;1;0;1
2028KB;2;01-kesŠ-08;1;2641212;2645202;;1;0;1
2028KT;1;01-kesŠ-08;1;2631203;2631281;;1;0;1
2028KT;2;01-kesŠ-08;1;2641212;2645202;;1;0;1
2028T;1;01-kesŠ-08;1;2631203;2631281;;1;0;1
2028T;2;01-kesŠ-08;1;2643241;2643281;;1;0;1
2029;1;01-kesŠ-08;1;2632271;2632004;;1;;1
2029;2;01-kesŠ-08;1;2714298;2714012;;1;;1
2029T;1;01-kesŠ-08;1;2632271;2632004;;1;;1
2029T;2;01-kesŠ-08;1;2714298;2714012;;1;;1
2031;1;15-elo-11;1;2311210;2323007;;1;0;1
2031;2;15-elo-11;1;2611208;2611014;;1;0;1
2035;1;15-syys-10;1;3170240;3170037;;1;;1
2035;2;15-syys-10;1;2323247;2323004;;1;;1
2035V;1;15-syys-10;1;3170240;3170037;;1;;1
2035V;2;15-syys-10;1;2323247;2323004;;1;;1
2038;1;10-elo-15;1;1291220;1291030;;1;0;1
2042;1;01-loka-09;1;2411258;2411000;;1;;1
2042;2;01-loka-09;1;2611208;2611014;;1;;1
2043;1;15-syys-10;1;3170240;3170037;;1;0;1
2043;2;15-syys-10;1;2323247;2323004;;1;0;1
2043A;1;15-elo-11;1;2632261;2632004;;1;0;1
2043A;2;18-kesŠ-12;1;2323247;2323004;;1;0;1
2046;1;15-elo-11;1;2412234;2412007;;1;0;1
2046;2;15-elo-11;1;2411259;2411002;;1;0;1
2051;1;15-syys-10;1;3170205;3170257;;1;;1
2051;2;15-syys-10;1;3170239;3170003;;1;;1
2051K;1;15-elo-11;1;3170205;3170257;;1;0;1
2051K;2;15-elo-11;1;3170239;3170003;;1;;1
2052;1;23-marras-10;1;2112261;2112014;;1;;1
2052;2;23-marras-10;1;2112262;2111015;;1;;1
2061;1;15-elo-11;1;2522228;2522225;;1;;1
2061A;1;15-elo-11;1;2522228;2522225;;1;0;1
2061A;2;15-elo-11;1;2511237;2511243;;1;1;1
2061K;2;31-touko-09;1;2522201;2522002;;1;;1
2065;1;17-tammi-11;1;2511235;2511008;;1;;1
2065;2;17-tammi-11;1;2511236;2511003;;1;;1
2065K;1;17-tammi-11;1;2511235;2511008;;1;;1
2065K;2;17-tammi-11;1;2511236;2511003;;1;;1
2070;1;15-elo-11;1;2712000;2711008;;1;0;1
2070;2;15-elo-11;1;2722249;2722001;;1;0;1
2070V;2;10-elo-07;1;2722217;2722004;;1;0;1
2071;1;01-kesŠ-08;1;2723243;2723002;;1;0;1
2071;2;01-kesŠ-08;1;2722248;2722001;;1;0;1
2071B;1;16-elo-09;1;2723238;2723236;;1;0;1
2071BK;2;01-kesŠ-08;1;2723237;2723007;;1;0;1
2082;1;15-elo-11;1;2715229;2715014;;1;;1
2082;2;15-elo-11;1;2721208;2721004;;1;;1
2082B;1;15-elo-11;1;2715229;2715014;;1;;1
2082B;2;15-elo-11;1;2715236;2715016;;1;;1
2082K;1;15-elo-11;1;2715229;2715014;;1;;1
2082K;2;15-elo-11;1;2721208;2721004;;1;;1
2082KB;1;15-elo-11;1;2715229;2715014;;1;;1
2082KB;2;15-elo-11;1;2715236;2715016;;1;;1
2085;1;15-elo-11;1;2642205;2642001;;1;;1
2085;2;15-elo-11;1;2642206;2642009;;1;;1
2085A;1;15-elo-11;1;2642205;2642001;;1;;1
2085A;2;15-elo-11;1;2644232;2644265;;1;0;1
2085K;1;15-elo-11;1;2642205;2642001;;1;;1
2085K;2;15-elo-11;1;2642206;2642009;;1;;1
2085KA;1;15-elo-11;1;2642205;2642001;;1;;1
2086;2;15-elo-11;1;2712207;2712259;;1;;1
2086H;1;15-elo-11;1;2634264;2634063;;1;;1
2086H;2;15-elo-11;1;2712207;2712259;;1;;1
2086HT;1;15-elo-11;1;2634264;2634063;;1;0;1
2087;1;15-elo-11;1;2642205;2642001;;1;0;1
2087;2;15-elo-11;1;2643241;2643281;;1;0;1
2087K;1;15-elo-11;1;2642205;2642001;;1;0;1
2087K;2;15-elo-11;1;2641212;2645202;;1;0;1
2088;1;15-elo-11;1;2642205;2642001;;1;0;1
2088;2;15-elo-11;1;2643220;2643218;;1;0;1
2088K;1;15-elo-11;1;2642205;2642001;;1;0;1
2088K;2;15-elo-11;1;2643220;2643218;;1;0;1
2088KB;1;13-elo-12;1;2642205;2642001;;1;0;1
2088KB;2;13-elo-12;1;2641212;2645202;;1;0;1
2096H;1;01-tammi-11;1;2133217;2133014;;1;0;1
2096H;2;01-tammi-11;1;2631269;2631001;;1;0;1
2106;1;15-elo-11;1;2215280;2215020;;1;;1
2106;2;15-elo-11;1;2215281;2215026;;1;0;1
2106K;1;15-elo-11;1;2215280;2215020;;1;;1
2106K;2;15-elo-11;1;2215281;2215026;;1;0;1
2106T;1;15-elo-11;1;2215280;2215020;;1;;1
2106T;2;15-elo-11;1;2215281;2215026;;1;0;1
2110;1;01-kesŠ-08;1;2211212;2211008;;1;0;1
2110;2;01-kesŠ-08;1;2131248;2131001;;1;;1
2110A;1;25-helmi-11;1;2211212;2211008;;1;0;1
2110A;2;25-helmi-11;1;2131248;2131001;;1;0;1
2110T;1;01-kesŠ-08;1;2211212;2211008;;1;0;1
2110T;2;01-kesŠ-08;1;2131248;2131001;;1;;1
2110TA;1;25-helmi-11;1;2211212;2211008;;1;0;1
2110TA;2;25-helmi-11;1;2131248;2131001;;1;0;1
2116;1;15-elo-16;1;2211294;2211010;;1;;1
2116;2;15-elo-16;1;2212206;2212025;;1;;1
2117;1;15-elo-16;1;2211294;2211010;;1;0;1
2119;1;15-elo-16;1;2211294;2211010;;1;0;1
2119;2;15-elo-16;1;2214205;2214011;;1;0;1
2137;1;15-elo-16;1;2313215;2311009;;1;0;1
2137;2;15-elo-16;1;2323204;2323010;;1;0;1
2143A;2;12-elo-13;1;2412238;2412236;;1;0;1
2143AT;2;13-elo-12;1;2412238;2412236;;1;0;1
2145;2;12-elo-13;1;2412238;2412236;;1;0;1
2145K;2;12-elo-13;1;2412238;2412236;;1;0;1
2145KN;2;12-elo-13;1;2412237;2412238;;1;0;0
2145N;2;12-elo-13;1;2412237;2412238;;1;0;0
2148;1;15-elo-16;1;2411206;2411002;;1;0;1
2148;2;15-elo-16;1;2441202;2441206;;1;0;1
2149;1;15-elo-16;1;2411255;2411019;;1;0;1
2149;2;15-elo-16;1;2413219;2413221;;1;0;1
2150A;2;01-kesŠ-08;1;2413209;2413002;;1;;1
2150K;2;13-elo-12;1;2413209;2413002;;1;0;1
2165;1;01-kesŠ-08;1;2413208;2413012;;1;;1
2165;2;01-kesŠ-08;1;2413207;2413005;;1;;1
2165N;1;31-touko-09;1;2413208;2413012;;1;;1
2165N;2;31-touko-09;1;2413207;2413005;;1;;1
2168;1;10-elo-15;1;2611270;2611007;;1;0;1
2168;2;10-elo-15;1;2511238;2511220;;1;0;1
2169;1;10-elo-15;1;2611212;2611002;;1;0;1
2169;2;10-elo-15;1;2613209;2613018;;1;0;1
2194;1;28-tammi-13;1;2211292;2211296;;1;0;0
2194;2;28-tammi-13;1;2211292;2211299;;1;0;0
2194A;1;28-tammi-13;1;2211292;2211296;;1;0;0
2194A;2;28-tammi-13;1;2211292;2211299;;1;0;0
2194X;1;12-elo-13;1;2211292;2211296;;1;0;0
2194X;2;12-elo-13;1;2211292;2211299;;1;0;0
2195;1;28-tammi-13;1;2211292;2211296;;1;0;0
2195;2;28-tammi-13;1;2211292;2211299;;1;0;0
2195N;1;28-tammi-13;1;2211292;2211296;;1;0;0
2195N;2;28-tammi-13;1;2211292;2211299;;1;0;0
2203;1;15-elo-16;1;2111232;2112004;;2;;1
2203;2;15-elo-16;1;2131204;2131208;;1;;1
2203N;1;15-elo-16;1;2111232;2112004;;2;;1
2203N;2;15-elo-16;1;2111227;2112019;;1;;1
2206;1;15-kesŠ-15;1;2112203;2112013;;1;0;1
2206;2;15-kesŠ-15;1;2112260;2118024;;1;0;1
2206A;1;15-kesŠ-15;1;2112203;2112013;;1;0;1
2206A;2;15-kesŠ-15;1;2112260;2118024;;1;0;1
2207;1;15-elo-16;1;2111257;2111011;;1;0;1
2207;2;15-elo-16;1;2111250;2111010;;1;0;1
2210N;1;23-marras-10;1;2112262;2111015;;1;;1
2214T;1;15-elo-16;1;2133217;2133014;;1;;1
2214T;2;15-elo-16;1;2133216;2133214;;1;;1
2215A;2;15-elo-16;1;2141205;2142006;;1;;1
2217;1;15-elo-16;1;2111209;2111205;;1;;1
2217;2;15-elo-16;1;2141204;2141005;;1;;1
2218;1;15-elo-16;1;2111209;2111205;;1;0;1
2218;2;15-elo-16;1;2141204;2141005;;1;;1
2219;1;15-elo-16;1;2133217;2133014;;1;;1
2219;2;15-elo-16;1;2133216;2133214;;1;;1
2220N;1;01-helmi-11;1;2112262;2111015;;1;;1
2224;1;15-elo-16;1;3170240;3170037;;1;0;1
2224;2;15-elo-16;1;3170239;3170003;;1;0;1
2226;1;15-elo-16;1;2133217;2133014;;1;;1
2226;2;15-elo-16;1;2133216;2133214;;1;;1
2226A;1;15-elo-16;1;2133217;2133014;;1;;1
2226A;2;15-elo-16;1;2631269;2631001;;1;;1
2227;1;15-elo-16;1;2133217;2133014;;1;;1
2227;2;15-elo-16;1;2632260;2632001;;1;;1
2227N;1;15-elo-16;1;2133217;2133014;;1;;1
2227N;2;15-elo-16;1;2632260;2632001;;1;;1
2227V;1;15-elo-16;1;2632259;2632002;;1;;1
2227V;2;15-elo-16;1;2632260;2632001;;1;;1
2229;1;15-elo-16;1;2111257;2111011;;1;0;1
2229;2;15-elo-16;1;2133232;2133228;;1;0;0
2231;1;26-helmi-08;1;2111205;2111009;;1;;1
2231;2;26-helmi-08;1;2111208;2111005;;1;;1
2231K;1;01-helmi-11;1;2111205;2111009;;1;0;1
2231K;2;01-helmi-11;1;2111208;2111005;;1;0;1
2231N;1;06-kesŠ-11;1;2111205;2111009;;1;;1
2231N;2;06-kesŠ-11;1;4110201;4110008;;1;;1
2232;1;15-elo-16;1;2161204;2161208;;1;;1
2232;2;15-elo-16;1;3170246;3170029;;1;;1
2235;1;15-elo-16;1;2111209;2111205;;1;;1
2235;2;15-elo-16;1;2612225;2612018;;1;;1
2235N;1;15-elo-16;1;2111209;2111205;;1;;1
2235N;2;15-elo-16;1;2632232;2632234;;1;;1
2236;1;15-elo-16;1;2632271;2632004;;1;;1
2236;2;15-elo-16;1;2721208;2721004;;1;;1
2236K;1;15-elo-16;1;2632271;2632004;;1;;1
2236V;1;15-elo-16;1;2632271;2632004;;1;;1
2236V;2;15-elo-16;1;2721208;2721004;;1;;1
2237;1;01-tammi-14;1;1320133;1320024;;1;0;1
2237;2;01-tammi-14;1;1331114;1331000;;1;0;1
2238;1;15-elo-16;1;2631203;2631281;;1;;1
2238;2;15-elo-16;1;2643220;2643218;;1;;1
2238B;1;15-elo-16;1;2631203;2631281;;1;;1
2238B;2;15-elo-16;1;2643241;2643281;;1;;1
2238K;1;15-elo-16;1;2631203;2631281;;1;;1
2238K;2;15-elo-16;1;2643220;2643218;;1;;1
2238KB;1;15-elo-16;1;2631203;2631281;;1;;1
2238KB;2;15-elo-16;1;2641212;2645202;;1;;1
2238KT;1;15-elo-16;1;2631203;2631281;;1;;1
2238KT;2;15-elo-16;1;2641212;2645202;;1;;1
2238T;1;15-elo-16;1;2631203;2631281;;1;;1
2238T;2;15-elo-16;1;2643241;2643281;;1;;1
2239;1;15-elo-16;1;2632271;2632004;;1;;1
2239;2;15-elo-16;1;2711276;2714287;;1;;1
2239T;1;15-elo-16;1;2632271;2632004;;1;;1
2239T;2;15-elo-16;1;2711276;2714287;;1;;1
2242;1;15-elo-16;1;2642205;2642001;;1;;1
2242;2;15-elo-16;1;2643220;2643218;;1;;1
2245;1;15-elo-16;1;2642205;2642001;;1;;1
2245;2;15-elo-16;1;2642206;2642009;;1;;1
2245A;1;15-elo-16;1;2642205;2642001;;1;;1
2245A;2;15-elo-16;1;2644232;2644265;;1;;1
2245K;1;15-elo-16;1;2642205;2642001;;1;;1
2245K;2;15-elo-16;1;2642206;2642009;;1;;1
2245KA;1;15-elo-16;1;2642205;2642001;;1;;1
